ICD10,number
S89042K,71213
subsequent,71214
S89042P,71215
subsequent,71216
S89042S,71217
sequela,71218
S89049A,71219
initial,71220
S89049D,71221
subsequent,71222
S89049G,71223
subsequent,71224
S89049K,71225
subsequent,71226
S89049P,71227
subsequent,71228
S89049S,71229
sequela,71230
S89091A,71231
for,71232
S89091D,71233
for,71234
S89091G,71235
for,71236
S89091K,71237
for,71238
S89091P,71239
for,71240
S89091S,71241
S89092A,71242
for,71243
S89092D,71244
for,71245
S89092G,71246
for,71247
S89092K,71248
for,71249
S89092P,71250
for,71251
S89092S,71252
S89099A,71253
for,71254
S89099D,71255
for,71256
S89099G,71257
for,71258
S89099K,71259
for,71260
S89099P,71261
for,71262
S89099S,71263
S89101A,71264
for,71265
S89101D,71266
for,71267
S89101G,71268
for,71269
S89101K,71270
for,71271
S89101P,71272
for,71273
S89101S,71274
S89102A,71275
for,71276
S89102D,71277
for,71278
S89102G,71279
for,71280
S89102K,71281
for,71282
S89102P,71283
for,71284
S89102S,71285
S89109A,71286
for,71287
S89109D,71288
for,71289
S89109G,71290
for,71291
S89109K,71292
for,71293
S89109P,71294
for,71295
S89109S,71296
S89111A,71297
initial,71298
S89111D,71299
subsequent,71300
S89111G,71301
subsequent,71302
S89111K,71303
subsequent,71304
S89111P,71305
subsequent,71306
S89111S,71307
sequela,71308
S89112A,71309
initial,71310
S89112D,71311
subsequent,71312
S89112G,71313
subsequent,71314
S89112K,71315
subsequent,71316
S89112P,71317
subsequent,71318
S89112S,71319
sequela,71320
S89119A,71321
initial,71322
S89119D,71323
subsequent,71324
S89119G,71325
subsequent,71326
S89119K,71327
subsequent,71328
S89119P,71329
subsequent,71330
S89119S,71331
sequela,71332
S89121A,71333
initial,71334
S89121D,71335
subsequent,71336
S89121G,71337
subsequent,71338
S89121K,71339
subsequent,71340
S89121P,71341
subsequent,71342
S89121S,71343
sequela,71344
S89122A,71345
initial,71346
S89122D,71347
subsequent,71348
S89122G,71349
subsequent,71350
S89122K,71351
subsequent,71352
S89122P,71353
subsequent,71354
S89122S,71355
sequela,71356
S89129A,71357
initial,71358
S89129D,71359
subsequent,71360
S89129G,71361
subsequent,71362
S89129K,71363
subsequent,71364
S89129P,71365
subsequent,71366
S89129S,71367
sequela,71368
S89131A,71369
initial,71370
S89131D,71371
subsequent,71372
S89131G,71373
subsequent,71374
S89131K,71375
subsequent,71376
S89131P,71377
subsequent,71378
S89131S,71379
sequela,71380
S89132A,71381
initial,71382
S89132D,71383
subsequent,71384
S89132G,71385
subsequent,71386
S89132K,71387
subsequent,71388
S89132P,71389
subsequent,71390
S89132S,71391
sequela,71392
S89139A,71393
initial,71394
S89139D,71395
subsequent,71396
S89139G,71397
subsequent,71398
S89139K,71399
subsequent,71400
S89139P,71401
subsequent,71402
S89139S,71403
sequela,71404
S89141A,71405
initial,71406
S89141D,71407
subsequent,71408
S89141G,71409
subsequent,71410
S89141K,71411
subsequent,71412
S89141P,71413
subsequent,71414
S89141S,71415
sequela,71416
S89142A,71417
initial,71418
S89142D,71419
subsequent,71420
S89142G,71421
subsequent,71422
S89142K,71423
subsequent,71424
S89142P,71425
subsequent,71426
S89142S,71427
sequela,71428
S89149A,71429
initial,71430
S89149D,71431
subsequent,71432
S89149G,71433
subsequent,71434
S89149K,71435
subsequent,71436
S89149P,71437
subsequent,71438
S89149S,71439
sequela,71440
S89191A,71441
for,71442
S89191D,71443
for,71444
S89191G,71445
for,71446
S89191K,71447
for,71448
S89191P,71449
for,71450
S89191S,71451
S89192A,71452
for,71453
S89192D,71454
for,71455
S89192G,71456
for,71457
S89192K,71458
for,71459
S89192P,71460
for,71461
S89192S,71462
S89199A,71463
for,71464
S89199D,71465
for,71466
S89199G,71467
for,71468
S89199K,71469
for,71470
S89199P,71471
for,71472
S89199S,71473
S89201A,71474
for,71475
S89201D,71476
for,71477
S89201G,71478
for,71479
S89201K,71480
for,71481
S89201P,71482
for,71483
S89201S,71484
S89202A,71485
for,71486
S89202D,71487
for,71488
S89202G,71489
for,71490
S89202K,71491
for,71492
S89202P,71493
for,71494
S89202S,71495
S89209A,71496
for,71497
S89209D,71498
for,71499
S89209G,71500
for,71501
S89209K,71502
for,71503
S89209P,71504
for,71505
S89209S,71506
S89211A,71507
initial,71508
S89211D,71509
subsequent,71510
S89211G,71511
subsequent,71512
S89211K,71513
subsequent,71514
S89211P,71515
subsequent,71516
S89211S,71517
sequela,71518
S89212A,71519
initial,71520
S89212D,71521
subsequent,71522
S89212G,71523
subsequent,71524
S89212K,71525
subsequent,71526
S89212P,71527
subsequent,71528
S89212S,71529
sequela,71530
S89219A,71531
initial,71532
S89219D,71533
subsequent,71534
S89219G,71535
subsequent,71536
S89219K,71537
subsequent,71538
S89219P,71539
subsequent,71540
S89219S,71541
sequela,71542
S89221A,71543
initial,71544
S89221D,71545
subsequent,71546
S89221G,71547
subsequent,71548
S89221K,71549
subsequent,71550
S89221P,71551
subsequent,71552
S89221S,71553
sequela,71554
S89222A,71555
initial,71556
S89222D,71557
subsequent,71558
S89222G,71559
subsequent,71560
S89222K,71561
subsequent,71562
S89222P,71563
subsequent,71564
S89222S,71565
sequela,71566
S89229A,71567
initial,71568
S89229D,71569
subsequent,71570
S89229G,71571
subsequent,71572
S89229K,71573
subsequent,71574
S89229P,71575
subsequent,71576
S89229S,71577
sequela,71578
S89291A,71579
for,71580
S89291D,71581
for,71582
S89291G,71583
for,71584
S89291K,71585
for,71586
S89291P,71587
for,71588
S89291S,71589
S89292A,71590
for,71591
S89292D,71592
for,71593
S89292G,71594
for,71595
S89292K,71596
for,71597
S89292P,71598
for,71599
S89292S,71600
S89299A,71601
for,71602
S89299D,71603
for,71604
S89299G,71605
for,71606
S89299K,71607
for,71608
S89299P,71609
for,71610
S89299S,71611
S89301A,71612
for,71613
S89301D,71614
for,71615
S89301G,71616
for,71617
S89301K,71618
for,71619
S89301P,71620
for,71621
S89301S,71622
S89302A,71623
for,71624
S89302D,71625
for,71626
S89302G,71627
for,71628
S89302K,71629
for,71630
S89302P,71631
for,71632
S89302S,71633
S89309A,71634
for,71635
S89309D,71636
for,71637
S89309G,71638
for,71639
S89309K,71640
for,71641
S89309P,71642
for,71643
S89309S,71644
S89311A,71645
initial,71646
S89311D,71647
subsequent,71648
S89311G,71649
subsequent,71650
S89311K,71651
subsequent,71652
S89311P,71653
subsequent,71654
S89311S,71655
sequela,71656
S89312A,71657
initial,71658
S89312D,71659
subsequent,71660
S89312G,71661
subsequent,71662
S89312K,71663
subsequent,71664
S89312P,71665
subsequent,71666
S89312S,71667
sequela,71668
S89319A,71669
initial,71670
S89319D,71671
subsequent,71672
S89319G,71673
subsequent,71674
S89319K,71675
subsequent,71676
S89319P,71677
subsequent,71678
S89319S,71679
sequela,71680
S89321A,71681
initial,71682
S89321D,71683
subsequent,71684
S89321G,71685
subsequent,71686
S89321K,71687
subsequent,71688
S89321P,71689
subsequent,71690
S89321S,71691
sequela,71692
S89322A,71693
initial,71694
S89322D,71695
subsequent,71696
S89322G,71697
subsequent,71698
S89322K,71699
subsequent,71700
S89322P,71701
subsequent,71702
S89322S,71703
sequela,71704
S89329A,71705
initial,71706
S89329D,71707
subsequent,71708
S89329G,71709
subsequent,71710
S89329K,71711
subsequent,71712
S89329P,71713
subsequent,71714
S89329S,71715
sequela,71716
S89391A,71717
for,71718
S89391D,71719
for,71720
S89391G,71721
for,71722
S89391K,71723
for,71724
S89391P,71725
for,71726
S89391S,71727
S89392A,71728
for,71729
S89392D,71730
for,71731
S89392G,71732
for,71733
S89392K,71734
for,71735
S89392P,71736
for,71737
S89392S,71738
S89399A,71739
for,71740
S89399D,71741
for,71742
S89399G,71743
for,71744
S89399K,71745
for,71746
S89399P,71747
for,71748
S89399S,71749
S8980XA,71750
S8980XD,71751
S8980XS,71752
S8981XA,71753
S8981XD,71754
S8981XS,71755
S8982XA,71756
S8982XD,71757
S8982XS,71758
S8990XA,71759
S8990XD,71760
S8990XS,71761
S8991XA,71762
S8991XD,71763
S8991XS,71764
S8992XA,71765
S8992XD,71766
S8992XS,71767
S9000XA,71768
S9000XD,71769
S9000XS,71770
S9001XA,71771
S9001XD,71772
S9001XS,71773
S9002XA,71774
S9002XD,71775
S9002XS,71776
S90111A,71777
S90111D,71778
S90111S,71779
S90112A,71780
S90112D,71781
S90112S,71782
S90119A,71783
S90119D,71784
S90119S,71785
S90121A,71786
S90121D,71787
S90121S,71788
S90122A,71789
S90122D,71790
S90122S,71791
S90129A,71792
S90129D,71793
S90129S,71794
S90211A,71795
S90211D,71796
S90211S,71797
S90212A,71798
S90212D,71799
S90212S,71800
S90219A,71801
S90219D,71802
S90219S,71803
S90221A,71804
S90221D,71805
S90221S,71806
S90222A,71807
S90222D,71808
S90222S,71809
S90229A,71810
S90229D,71811
S90229S,71812
S9030XA,71813
S9030XD,71814
S9030XS,71815
S9031XA,71816
S9031XD,71817
S9031XS,71818
S9032XA,71819
S9032XD,71820
S9032XS,71821
S90411A,71822
S90411D,71823
S90411S,71824
S90412A,71825
S90412D,71826
S90412S,71827
S90413A,71828
S90413D,71829
S90413S,71830
S90414A,71831
S90414D,71832
S90414S,71833
S90415A,71834
S90415D,71835
S90415S,71836
S90416A,71837
S90416D,71838
S90416S,71839
S90421A,71840
S90421D,71841
S90421S,71842
S90422A,71843
S90422D,71844
S90422S,71845
S90423A,71846
S90423D,71847
S90423S,71848
S90424A,71849
S90424D,71850
S90424S,71851
S90425A,71852
S90425D,71853
S90425S,71854
S90426A,71855
S90426D,71856
S90426S,71857
S90441A,71858
S90441D,71859
S90441S,71860
S90442A,71861
S90442D,71862
S90442S,71863
S90443A,71864
S90443D,71865
S90443S,71866
S90444A,71867
S90444D,71868
S90444S,71869
S90445A,71870
S90445D,71871
S90445S,71872
S90446A,71873
S90446D,71874
S90446S,71875
S90451A,71876
S90451D,71877
S90451S,71878
S90452A,71879
S90452D,71880
S90452S,71881
S90453A,71882
S90453D,71883
S90453S,71884
S90454A,71885
S90454D,71886
S90454S,71887
S90455A,71888
S90455D,71889
S90455S,71890
S90456A,71891
S90456D,71892
S90456S,71893
S90461A,71894
S90461D,71895
S90461S,71896
S90462A,71897
S90462D,71898
S90462S,71899
S90463A,71900
S90463D,71901
S90463S,71902
S90464A,71903
S90464D,71904
S90464S,71905
S90465A,71906
S90465D,71907
S90465S,71908
S90466A,71909
S90466D,71910
S90466S,71911
S90471A,71912
S90471D,71913
S90471S,71914
S90472A,71915
S90472D,71916
S90472S,71917
S90473A,71918
S90473D,71919
S90473S,71920
S90474A,71921
S90474D,71922
S90474S,71923
S90475A,71924
S90475D,71925
S90475S,71926
S90476A,71927
S90476D,71928
S90476S,71929
S90511A,71930
S90511D,71931
S90511S,71932
S90512A,71933
S90512D,71934
S90512S,71935
S90519A,71936
S90519D,71937
S90519S,71938
S90521A,71939
S90521D,71940
S90521S,71941
S90522A,71942
S90522D,71943
S90522S,71944
S90529A,71945
S90529D,71946
S90529S,71947
S90541A,71948
S90541D,71949
S90541S,71950
S90542A,71951
S90542D,71952
S90542S,71953
S90549A,71954
S90549D,71955
S90549S,71956
S90551A,71957
S90551D,71958
S90551S,71959
S90552A,71960
S90552D,71961
S90552S,71962
S90559A,71963
S90559D,71964
S90559S,71965
S90561A,71966
S90561D,71967
S90561S,71968
S90562A,71969
S90562D,71970
S90562S,71971
S90569A,71972
S90569D,71973
S90569S,71974
S90571A,71975
S90571D,71976
S90571S,71977
S90572A,71978
S90572D,71979
S90572S,71980
S90579A,71981
S90579D,71982
S90579S,71983
S90811A,71984
S90811D,71985
S90811S,71986
S90812A,71987
S90812D,71988
S90812S,71989
S90819A,71990
S90819D,71991
S90819S,71992
S90821A,71993
S90821D,71994
S90821S,71995
S90822A,71996
S90822D,71997
S90822S,71998
S90829A,71999
S90829D,72000
S90829S,72001
S90841A,72002
S90841D,72003
S90841S,72004
S90842A,72005
S90842D,72006
S90842S,72007
S90849A,72008
S90849D,72009
S90849S,72010
S90851A,72011
S90851D,72012
S90851S,72013
S90852A,72014
S90852D,72015
S90852S,72016
S90859A,72017
S90859D,72018
S90859S,72019
S90861A,72020
S90861D,72021
S90861S,72022
S90862A,72023
S90862D,72024
S90862S,72025
S90869A,72026
S90869D,72027
S90869S,72028
S90871A,72029
S90871D,72030
S90871S,72031
S90872A,72032
S90872D,72033
S90872S,72034
S90879A,72035
S90879D,72036
S90879S,72037
S90911A,72038
S90911D,72039
S90911S,72040
S90912A,72041
S90912D,72042
S90912S,72043
S90919A,72044
S90919D,72045
S90919S,72046
S90921A,72047
S90921D,72048
S90921S,72049
S90922A,72050
S90922D,72051
S90922S,72052
S90929A,72053
S90929D,72054
S90929S,72055
S90931A,72056
S90931D,72057
S90931S,72058
S90932A,72059
S90932D,72060
S90932S,72061
S90933A,72062
S90933D,72063
S90933S,72064
S90934A,72065
S90934D,72066
S90934S,72067
S90935A,72068
S90935D,72069
S90935S,72070
S90936A,72071
S90936D,72072
S90936S,72073
S91001A,72074
S91001D,72075
S91001S,72076
S91002A,72077
S91002D,72078
S91002S,72079
S91009A,72080
S91009D,72081
S91009S,72082
S91011A,72083
S91011D,72084
S91011S,72085
S91012A,72086
S91012D,72087
S91012S,72088
S91019A,72089
S91019D,72090
S91019S,72091
S91021A,72092
S91021D,72093
S91021S,72094
S91022A,72095
S91022D,72096
S91022S,72097
S91029A,72098
S91029D,72099
S91029S,72100
S91031A,72101
S91031D,72102
S91031S,72103
S91032A,72104
S91032D,72105
S91032S,72106
S91039A,72107
S91039D,72108
S91039S,72109
S91041A,72110
S91041D,72111
S91041S,72112
S91042A,72113
S91042D,72114
S91042S,72115
S91049A,72116
S91049D,72117
S91049S,72118
S91051A,72119
S91051D,72120
S91051S,72121
S91052A,72122
S91052D,72123
S91052S,72124
S91059A,72125
S91059D,72126
S91059S,72127
S91101A,72128
initial,72129
S91101D,72130
subsequent,72131
S91101S,72132
sequela,72133
S91102A,72134
initial,72135
S91102D,72136
subsequent,72137
S91102S,72138
sequela,72139
S91103A,72140
initial,72141
S91103D,72142
subsequent,72143
S91103S,72144
sequela,72145
S91104A,72146
initial,72147
S91104D,72148
subsequent,72149
S91104S,72150
sequela,72151
S91105A,72152
initial,72153
S91105D,72154
subsequent,72155
S91105S,72156
sequela,72157
S91106A,72158
initial,72159
S91106D,72160
subsequent,72161
S91106S,72162
sequela,72163
S91109A,72164
encounter,72165
S91109D,72166
encounter,72167
S91109S,72168
S91111A,72169
"nail,",72170
S91111D,72171
"nail,",72172
S91111S,72173
"nail,",72174
S91112A,72175
"nail,",72176
S91112D,72177
"nail,",72178
S91112S,72179
"nail,",72180
S91113A,72181
"nail,",72182
S91113D,72183
"nail,",72184
S91113S,72185
"nail,",72186
S91114A,72187
"nail,",72188
S91114D,72189
"nail,",72190
S91114S,72191
"nail,",72192
S91115A,72193
"nail,",72194
S91115D,72195
"nail,",72196
S91115S,72197
"nail,",72198
S91116A,72199
"nail,",72200
S91116D,72201
"nail,",72202
S91116S,72203
"nail,",72204
S91119A,72205
initial,72206
S91119D,72207
subsequent,72208
S91119S,72209
sequela,72210
S91121A,72211
"nail,",72212
S91121D,72213
"nail,",72214
S91121S,72215
"nail,",72216
S91122A,72217
"nail,",72218
S91122D,72219
"nail,",72220
S91122S,72221
"nail,",72222
S91123A,72223
"nail,",72224
S91123D,72225
"nail,",72226
S91123S,72227
"nail,",72228
S91124A,72229
"nail,",72230
S91124D,72231
"nail,",72232
S91124S,72233
"nail,",72234
S91125A,72235
"nail,",72236
S91125D,72237
"nail,",72238
S91125S,72239
"nail,",72240
S91126A,72241
"nail,",72242
S91126D,72243
"nail,",72244
S91126S,72245
"nail,",72246
S91129A,72247
initial,72248
S91129D,72249
subsequent,72250
S91129S,72251
sequela,72252
S91131A,72253
to,72254
S91131D,72255
to,72256
S91131S,72257
to,72258
S91132A,72259
to,72260
S91132D,72261
to,72262
S91132S,72263
to,72264
S91133A,72265
to,72266
S91133D,72267
to,72268
S91133S,72269
to,72270
S91134A,72271
to,72272
S91134D,72273
to,72274
S91134S,72275
to,72276
S91135A,72277
to,72278
S91135D,72279
to,72280
S91135S,72281
to,72282
S91136A,72283
to,72284
S91136D,72285
to,72286
S91136S,72287
to,72288
S91139A,72289
"nail,",72290
S91139D,72291
"nail,",72292
S91139S,72293
"nail,",72294
S91141A,72295
to,72296
S91141D,72297
to,72298
S91141S,72299
to,72300
S91142A,72301
to,72302
S91142D,72303
to,72304
S91142S,72305
to,72306
S91143A,72307
to,72308
S91143D,72309
to,72310
S91143S,72311
to,72312
S91144A,72313
to,72314
S91144D,72315
to,72316
S91144S,72317
to,72318
S91145A,72319
to,72320
S91145D,72321
to,72322
S91145S,72323
to,72324
S91146A,72325
to,72326
S91146D,72327
to,72328
S91146S,72329
to,72330
S91149A,72331
"nail,",72332
S91149D,72333
"nail,",72334
S91149S,72335
"nail,",72336
S91151A,72337
encounter,72338
S91151D,72339
encounter,72340
S91151S,72341
S91152A,72342
encounter,72343
S91152D,72344
encounter,72345
S91152S,72346
S91153A,72347
encounter,72348
S91153D,72349
encounter,72350
S91153S,72351
S91154A,72352
encounter,72353
S91154D,72354
encounter,72355
S91154S,72356
S91155A,72357
encounter,72358
S91155D,72359
encounter,72360
S91155S,72361
S91156A,72362
encounter,72363
S91156D,72364
encounter,72365
S91156S,72366
S91159A,72367
S91159D,72368
S91159S,72369
S91201A,72370
initial,72371
S91201D,72372
subsequent,72373
S91201S,72374
sequela,72375
S91202A,72376
initial,72377
S91202D,72378
subsequent,72379
S91202S,72380
sequela,72381
S91203A,72382
initial,72383
S91203D,72384
subsequent,72385
S91203S,72386
sequela,72387
S91204A,72388
initial,72389
S91204D,72390
subsequent,72391
S91204S,72392
sequela,72393
S91205A,72394
initial,72395
S91205D,72396
subsequent,72397
S91205S,72398
sequela,72399
S91206A,72400
initial,72401
S91206D,72402
subsequent,72403
S91206S,72404
sequela,72405
S91209A,72406
encounter,72407
S91209D,72408
encounter,72409
S91209S,72410
S91211A,72411
"nail,",72412
S91211D,72413
"nail,",72414
S91211S,72415
"nail,",72416
S91212A,72417
"nail,",72418
S91212D,72419
"nail,",72420
S91212S,72421
"nail,",72422
S91213A,72423
"nail,",72424
S91213D,72425
"nail,",72426
S91213S,72427
"nail,",72428
S91214A,72429
"nail,",72430
S91214D,72431
"nail,",72432
S91214S,72433
"nail,",72434
S91215A,72435
"nail,",72436
S91215D,72437
"nail,",72438
S91215S,72439
"nail,",72440
S91216A,72441
"nail,",72442
S91216D,72443
"nail,",72444
S91216S,72445
"nail,",72446
S91219A,72447
initial,72448
S91219D,72449
subsequent,72450
S91219S,72451
sequela,72452
S91221A,72453
"nail,",72454
S91221D,72455
"nail,",72456
S91221S,72457
"nail,",72458
S91222A,72459
"nail,",72460
S91222D,72461
"nail,",72462
S91222S,72463
"nail,",72464
S91223A,72465
"nail,",72466
S91223D,72467
"nail,",72468
S91223S,72469
"nail,",72470
S91224A,72471
"nail,",72472
S91224D,72473
"nail,",72474
S91224S,72475
"nail,",72476
S91225A,72477
"nail,",72478
S91225D,72479
"nail,",72480
S91225S,72481
"nail,",72482
S91226A,72483
"nail,",72484
S91226D,72485
"nail,",72486
S91226S,72487
"nail,",72488
S91229A,72489
initial,72490
S91229D,72491
subsequent,72492
S91229S,72493
sequela,72494
S91231A,72495
to,72496
S91231D,72497
to,72498
S91231S,72499
to,72500
S91232A,72501
to,72502
S91232D,72503
to,72504
S91232S,72505
to,72506
S91233A,72507
to,72508
S91233D,72509
to,72510
S91233S,72511
to,72512
S91234A,72513
to,72514
S91234D,72515
to,72516
S91234S,72517
to,72518
S91235A,72519
to,72520
S91235D,72521
to,72522
S91235S,72523
to,72524
S91236A,72525
to,72526
S91236D,72527
to,72528
S91236S,72529
to,72530
S91239A,72531
"nail,",72532
S91239D,72533
"nail,",72534
S91239S,72535
"nail,",72536
S91241A,72537
to,72538
S91241D,72539
to,72540
S91241S,72541
to,72542
S91242A,72543
to,72544
S91242D,72545
to,72546
S91242S,72547
to,72548
S91243A,72549
to,72550
S91243D,72551
to,72552
S91243S,72553
to,72554
S91244A,72555
to,72556
S91244D,72557
to,72558
S91244S,72559
to,72560
S91245A,72561
to,72562
S91245D,72563
to,72564
S91245S,72565
to,72566
S91246A,72567
to,72568
S91246D,72569
to,72570
S91246S,72571
to,72572
S91249A,72573
"nail,",72574
S91249D,72575
"nail,",72576
S91249S,72577
"nail,",72578
S91251A,72579
encounter,72580
S91251D,72581
encounter,72582
S91251S,72583
S91252A,72584
encounter,72585
S91252D,72586
encounter,72587
S91252S,72588
S91253A,72589
encounter,72590
S91253D,72591
encounter,72592
S91253S,72593
S91254A,72594
encounter,72595
S91254D,72596
encounter,72597
S91254S,72598
S91255A,72599
encounter,72600
S91255D,72601
encounter,72602
S91255S,72603
S91256A,72604
encounter,72605
S91256D,72606
encounter,72607
S91256S,72608
S91259A,72609
S91259D,72610
S91259S,72611
S91301A,72612
S91301D,72613
S91301S,72614
S91302A,72615
S91302D,72616
S91302S,72617
S91309A,72618
S91309D,72619
S91309S,72620
S91311A,72621
S91311D,72622
S91311S,72623
S91312A,72624
S91312D,72625
S91312S,72626
S91319A,72627
S91319D,72628
S91319S,72629
S91321A,72630
S91321D,72631
S91321S,72632
S91322A,72633
S91322D,72634
S91322S,72635
S91329A,72636
S91329D,72637
S91329S,72638
S91331A,72639
S91331D,72640
S91331S,72641
S91332A,72642
S91332D,72643
S91332S,72644
S91339A,72645
S91339D,72646
S91339S,72647
S91341A,72648
S91341D,72649
S91341S,72650
S91342A,72651
S91342D,72652
S91342S,72653
S91349A,72654
S91349D,72655
S91349S,72656
S91351A,72657
S91351D,72658
S91351S,72659
S91352A,72660
S91352D,72661
S91352S,72662
S91359A,72663
S91359D,72664
S91359S,72665
S92001A,72666
S92001B,72667
S92001D,72668
healing,72669
S92001G,72670
healing,72671
S92001K,72672
S92001P,72673
S92001S,72674
S92002A,72675
S92002B,72676
S92002D,72677
healing,72678
S92002G,72679
healing,72680
S92002K,72681
S92002P,72682
S92002S,72683
S92009A,72684
S92009B,72685
S92009D,72686
healing,72687
S92009G,72688
healing,72689
S92009K,72690
S92009P,72691
S92009S,72692
S92011A,72693
fracture,72694
S92011B,72695
fracture,72696
S92011D,72697
with,72698
S92011G,72699
with,72700
S92011K,72701
with,72702
S92011P,72703
with,72704
S92011S,72705
S92012A,72706
fracture,72707
S92012B,72708
fracture,72709
S92012D,72710
with,72711
S92012G,72712
with,72713
S92012K,72714
with,72715
S92012P,72716
with,72717
S92012S,72718
S92013A,72719
fracture,72720
S92013B,72721
fracture,72722
S92013D,72723
with,72724
S92013G,72725
with,72726
S92013K,72727
with,72728
S92013P,72729
with,72730
S92013S,72731
S92014A,72732
fracture,72733
S92014B,72734
fracture,72735
S92014D,72736
with,72737
S92014G,72738
with,72739
S92014K,72740
with,72741
S92014P,72742
with,72743
S92014S,72744
S92015A,72745
fracture,72746
S92015B,72747
fracture,72748
S92015D,72749
with,72750
S92015G,72751
with,72752
S92015K,72753
with,72754
S92015P,72755
with,72756
S92015S,72757
S92016A,72758
fracture,72759
S92016B,72760
fracture,72761
S92016D,72762
with,72763
S92016G,72764
with,72765
S92016K,72766
with,72767
S92016P,72768
with,72769
S92016S,72770
S92021A,72771
closed,72772
S92021B,72773
open,72774
S92021D,72775
fracture,72776
S92021G,72777
fracture,72778
S92021K,72779
fracture,72780
S92021P,72781
fracture,72782
S92021S,72783
S92022A,72784
closed,72785
S92022B,72786
open,72787
S92022D,72788
fracture,72789
S92022G,72790
fracture,72791
S92022K,72792
fracture,72793
S92022P,72794
fracture,72795
S92022S,72796
S92023A,72797
closed,72798
S92023B,72799
open,72800
S92023D,72801
fracture,72802
S92023G,72803
fracture,72804
S92023K,72805
fracture,72806
S92023P,72807
fracture,72808
S92023S,72809
S92024A,72810
closed,72811
S92024B,72812
open,72813
S92024D,72814
fracture,72815
S92024G,72816
fracture,72817
S92024K,72818
fracture,72819
S92024P,72820
fracture,72821
S92024S,72822
S92025A,72823
closed,72824
S92025B,72825
open,72826
S92025D,72827
fracture,72828
S92025G,72829
fracture,72830
S92025K,72831
fracture,72832
S92025P,72833
fracture,72834
S92025S,72835
S92026A,72836
closed,72837
S92026B,72838
open,72839
S92026D,72840
fracture,72841
S92026G,72842
fracture,72843
S92026K,72844
fracture,72845
S92026P,72846
fracture,72847
S92026S,72848
S92031A,72849
closed,72850
S92031B,72851
open,72852
S92031D,72853
fracture,72854
S92031G,72855
fracture,72856
S92031K,72857
fracture,72858
S92031P,72859
fracture,72860
S92031S,72861
S92032A,72862
closed,72863
S92032B,72864
open,72865
S92032D,72866
fracture,72867
S92032G,72868
fracture,72869
S92032K,72870
fracture,72871
S92032P,72872
fracture,72873
S92032S,72874
S92033A,72875
closed,72876
S92033B,72877
open,72878
S92033D,72879
fracture,72880
S92033G,72881
fracture,72882
S92033K,72883
fracture,72884
S92033P,72885
fracture,72886
S92033S,72887
S92034A,72888
closed,72889
S92034B,72890
open,72891
S92034D,72892
fracture,72893
S92034G,72894
fracture,72895
S92034K,72896
fracture,72897
S92034P,72898
fracture,72899
S92034S,72900
S92035A,72901
closed,72902
S92035B,72903
open,72904
S92035D,72905
fracture,72906
S92035G,72907
fracture,72908
S92035K,72909
fracture,72910
S92035P,72911
fracture,72912
S92035S,72913
S92036A,72914
closed,72915
S92036B,72916
open,72917
S92036D,72918
fracture,72919
S92036G,72920
fracture,72921
S92036K,72922
fracture,72923
S92036P,72924
fracture,72925
S92036S,72926
S92041A,72927
closed,72928
S92041B,72929
open,72930
S92041D,72931
fracture,72932
S92041G,72933
fracture,72934
S92041K,72935
fracture,72936
S92041P,72937
fracture,72938
S92041S,72939
S92042A,72940
closed,72941
S92042B,72942
open,72943
S92042D,72944
fracture,72945
S92042G,72946
fracture,72947
S92042K,72948
fracture,72949
S92042P,72950
fracture,72951
S92042S,72952
S92043A,72953
closed,72954
S92043B,72955
open,72956
S92043D,72957
fracture,72958
S92043G,72959
fracture,72960
S92043K,72961
fracture,72962
S92043P,72963
fracture,72964
S92043S,72965
S92044A,72966
closed,72967
S92044B,72968
open,72969
S92044D,72970
fracture,72971
S92044G,72972
fracture,72973
S92044K,72974
fracture,72975
S92044P,72976
fracture,72977
S92044S,72978
S92045A,72979
closed,72980
S92045B,72981
open,72982
S92045D,72983
fracture,72984
S92045G,72985
fracture,72986
S92045K,72987
fracture,72988
S92045P,72989
fracture,72990
S92045S,72991
S92046A,72992
closed,72993
S92046B,72994
open,72995
S92046D,72996
fracture,72997
S92046G,72998
fracture,72999
S92046K,73000
fracture,73001
S92046P,73002
fracture,73003
S92046S,73004
S92051A,73005
fracture,73006
S92051B,73007
fracture,73008
S92051D,73009
with,73010
S92051G,73011
with,73012
S92051K,73013
with,73014
S92051P,73015
with,73016
S92051S,73017
S92052A,73018
fracture,73019
S92052B,73020
fracture,73021
S92052D,73022
with,73023
S92052G,73024
with,73025
S92052K,73026
with,73027
S92052P,73028
with,73029
S92052S,73030
S92053A,73031
fracture,73032
S92053B,73033
fracture,73034
S92053D,73035
with,73036
S92053G,73037
with,73038
S92053K,73039
with,73040
S92053P,73041
with,73042
S92053S,73043
S92054A,73044
fracture,73045
S92054B,73046
fracture,73047
S92054D,73048
with,73049
S92054G,73050
with,73051
S92054K,73052
with,73053
S92054P,73054
with,73055
S92054S,73056
S92055A,73057
fracture,73058
S92055B,73059
fracture,73060
S92055D,73061
with,73062
S92055G,73063
with,73064
S92055K,73065
with,73066
S92055P,73067
with,73068
S92055S,73069
S92056A,73070
fracture,73071
S92056B,73072
fracture,73073
S92056D,73074
with,73075
S92056G,73076
with,73077
S92056K,73078
with,73079
S92056P,73080
with,73081
S92056S,73082
S92061A,73083
S92061B,73084
