ICD10,number
S65319A,55537
S65319D,55538
S65319S,55539
S65391A,55540
encounter,55541
S65391D,55542
encounter,55543
S65391S,55544
S65392A,55545
encounter,55546
S65392D,55547
encounter,55548
S65392S,55549
S65399A,55550
encounter,55551
S65399D,55552
encounter,55553
S65399S,55554
S65401A,55555
S65401D,55556
S65401S,55557
S65402A,55558
S65402D,55559
S65402S,55560
S65409A,55561
S65409D,55562
S65409S,55563
S65411A,55564
S65411D,55565
S65411S,55566
S65412A,55567
S65412D,55568
S65412S,55569
S65419A,55570
S65419D,55571
S65419S,55572
S65491A,55573
S65491D,55574
S65491S,55575
S65492A,55576
S65492D,55577
S65492S,55578
S65499A,55579
S65499D,55580
S65499S,55581
S65500A,55582
S65500D,55583
S65500S,55584
S65501A,55585
S65501D,55586
S65501S,55587
S65502A,55588
S65502D,55589
S65502S,55590
S65503A,55591
S65503D,55592
S65503S,55593
S65504A,55594
S65504D,55595
S65504S,55596
S65505A,55597
S65505D,55598
S65505S,55599
S65506A,55600
S65506D,55601
S65506S,55602
S65507A,55603
S65507D,55604
S65507S,55605
S65508A,55606
S65508D,55607
S65508S,55608
S65509A,55609
S65509D,55610
S65509S,55611
S65510A,55612
S65510D,55613
S65510S,55614
S65511A,55615
S65511D,55616
S65511S,55617
S65512A,55618
S65512D,55619
S65512S,55620
S65513A,55621
S65513D,55622
S65513S,55623
S65514A,55624
S65514D,55625
S65514S,55626
S65515A,55627
S65515D,55628
S65515S,55629
S65516A,55630
S65516D,55631
S65516S,55632
S65517A,55633
S65517D,55634
S65517S,55635
S65518A,55636
S65518D,55637
S65518S,55638
S65519A,55639
S65519D,55640
S65519S,55641
S65590A,55642
encounter,55643
S65590D,55644
encounter,55645
S65590S,55646
S65591A,55647
encounter,55648
S65591D,55649
encounter,55650
S65591S,55651
S65592A,55652
encounter,55653
S65592D,55654
encounter,55655
S65592S,55656
S65593A,55657
encounter,55658
S65593D,55659
encounter,55660
S65593S,55661
S65594A,55662
encounter,55663
S65594D,55664
encounter,55665
S65594S,55666
S65595A,55667
encounter,55668
S65595D,55669
encounter,55670
S65595S,55671
S65596A,55672
encounter,55673
S65596D,55674
encounter,55675
S65596S,55676
S65597A,55677
encounter,55678
S65597D,55679
encounter,55680
S65597S,55681
S65598A,55682
S65598D,55683
S65598S,55684
S65599A,55685
S65599D,55686
S65599S,55687
S65801A,55688
of,55689
S65801D,55690
of,55691
S65801S,55692
of,55693
S65802A,55694
of,55695
S65802D,55696
of,55697
S65802S,55698
of,55699
S65809A,55700
of,55701
S65809D,55702
of,55703
S65809S,55704
of,55705
S65811A,55706
right,55707
S65811D,55708
right,55709
S65811S,55710
right,55711
S65812A,55712
left,55713
S65812D,55714
left,55715
S65812S,55716
left,55717
S65819A,55718
unspecified,55719
S65819D,55720
unspecified,55721
S65819S,55722
unspecified,55723
S65891A,55724
level,55725
S65891D,55726
level,55727
S65891S,55728
level,55729
S65892A,55730
level,55731
S65892D,55732
level,55733
S65892S,55734
level,55735
S65899A,55736
level,55737
S65899D,55738
level,55739
S65899S,55740
level,55741
S65901A,55742
of,55743
S65901D,55744
of,55745
S65901S,55746
of,55747
S65902A,55748
of,55749
S65902D,55750
of,55751
S65902S,55752
of,55753
S65909A,55754
of,55755
S65909D,55756
of,55757
S65909S,55758
of,55759
S65911A,55760
right,55761
S65911D,55762
right,55763
S65911S,55764
right,55765
S65912A,55766
left,55767
S65912D,55768
left,55769
S65912S,55770
left,55771
S65919A,55772
unspecified,55773
S65919D,55774
unspecified,55775
S65919S,55776
unspecified,55777
S65991A,55778
of,55779
S65991D,55780
of,55781
S65991S,55782
of,55783
S65992A,55784
of,55785
S65992D,55786
of,55787
S65992S,55788
of,55789
S65999A,55790
of,55791
S65999D,55792
of,55793
S65999S,55794
of,55795
S66001A,55796
thumb,55797
S66001D,55798
thumb,55799
S66001S,55800
thumb,55801
S66002A,55802
thumb,55803
S66002D,55804
thumb,55805
S66002S,55806
thumb,55807
S66009A,55808
thumb,55809
S66009D,55810
thumb,55811
S66009S,55812
thumb,55813
S66011A,55814
at,55815
S66011D,55816
at,55817
S66011S,55818
at,55819
S66012A,55820
at,55821
S66012D,55822
at,55823
S66012S,55824
at,55825
S66019A,55826
at,55827
S66019D,55828
at,55829
S66019S,55830
at,55831
S66021A,55832
at,55833
S66021D,55834
at,55835
S66021S,55836
at,55837
S66022A,55838
at,55839
S66022D,55840
at,55841
S66022S,55842
at,55843
S66029A,55844
at,55845
S66029D,55846
at,55847
S66029S,55848
at,55849
S66091A,55850
right,55851
S66091D,55852
right,55853
S66091S,55854
right,55855
S66092A,55856
left,55857
S66092D,55858
left,55859
S66092S,55860
left,55861
S66099A,55862
unspecified,55863
S66099D,55864
unspecified,55865
S66099S,55866
unspecified,55867
S66100A,55868
finger,55869
S66100D,55870
finger,55871
S66100S,55872
finger,55873
S66101A,55874
finger,55875
S66101D,55876
finger,55877
S66101S,55878
finger,55879
S66102A,55880
finger,55881
S66102D,55882
finger,55883
S66102S,55884
finger,55885
S66103A,55886
finger,55887
S66103D,55888
finger,55889
S66103S,55890
finger,55891
S66104A,55892
finger,55893
S66104D,55894
finger,55895
S66104S,55896
finger,55897
S66105A,55898
finger,55899
S66105D,55900
finger,55901
S66105S,55902
finger,55903
S66106A,55904
finger,55905
S66106D,55906
finger,55907
S66106S,55908
finger,55909
S66107A,55910
finger,55911
S66107D,55912
finger,55913
S66107S,55914
finger,55915
S66108A,55916
at,55917
S66108D,55918
at,55919
S66108S,55920
at,55921
S66109A,55922
at,55923
S66109D,55924
at,55925
S66109S,55926
at,55927
S66110A,55928
at,55929
S66110D,55930
at,55931
S66110S,55932
at,55933
S66111A,55934
at,55935
S66111D,55936
at,55937
S66111S,55938
at,55939
S66112A,55940
at,55941
S66112D,55942
at,55943
S66112S,55944
at,55945
S66113A,55946
at,55947
S66113D,55948
at,55949
S66113S,55950
at,55951
S66114A,55952
at,55953
S66114D,55954
at,55955
S66114S,55956
at,55957
S66115A,55958
at,55959
S66115D,55960
at,55961
S66115S,55962
at,55963
S66116A,55964
at,55965
S66116D,55966
at,55967
S66116S,55968
at,55969
S66117A,55970
at,55971
S66117D,55972
at,55973
S66117S,55974
at,55975
S66118A,55976
wrist,55977
S66118D,55978
wrist,55979
S66118S,55980
wrist,55981
S66119A,55982
wrist,55983
S66119D,55984
wrist,55985
S66119S,55986
wrist,55987
S66120A,55988
at,55989
S66120D,55990
at,55991
S66120S,55992
at,55993
S66121A,55994
at,55995
S66121D,55996
at,55997
S66121S,55998
at,55999
S66122A,56000
at,56001
S66122D,56002
at,56003
S66122S,56004
at,56005
S66123A,56006
at,56007
S66123D,56008
at,56009
S66123S,56010
at,56011
S66124A,56012
at,56013
S66124D,56014
at,56015
S66124S,56016
at,56017
S66125A,56018
at,56019
S66125D,56020
at,56021
S66125S,56022
at,56023
S66126A,56024
at,56025
S66126D,56026
at,56027
S66126S,56028
at,56029
S66127A,56030
at,56031
S66127D,56032
at,56033
S66127S,56034
at,56035
S66128A,56036
wrist,56037
S66128D,56038
wrist,56039
S66128S,56040
wrist,56041
S66129A,56042
wrist,56043
S66129D,56044
wrist,56045
S66129S,56046
wrist,56047
S66190A,56048
finger,56049
S66190D,56050
finger,56051
S66190S,56052
finger,56053
S66191A,56054
finger,56055
S66191D,56056
finger,56057
S66191S,56058
finger,56059
S66192A,56060
finger,56061
S66192D,56062
finger,56063
S66192S,56064
finger,56065
S66193A,56066
finger,56067
S66193D,56068
finger,56069
S66193S,56070
finger,56071
S66194A,56072
finger,56073
S66194D,56074
finger,56075
S66194S,56076
finger,56077
S66195A,56078
finger,56079
S66195D,56080
finger,56081
S66195S,56082
finger,56083
S66196A,56084
finger,56085
S66196D,56086
finger,56087
S66196S,56088
finger,56089
S66197A,56090
finger,56091
S66197D,56092
finger,56093
S66197S,56094
finger,56095
S66198A,56096
at,56097
S66198D,56098
at,56099
S66198S,56100
at,56101
S66199A,56102
at,56103
S66199D,56104
at,56105
S66199S,56106
at,56107
S66201A,56108
at,56109
S66201D,56110
at,56111
S66201S,56112
at,56113
S66202A,56114
at,56115
S66202D,56116
at,56117
S66202S,56118
at,56119
S66209A,56120
at,56121
S66209D,56122
at,56123
S66209S,56124
at,56125
S66211A,56126
wrist,56127
S66211D,56128
wrist,56129
S66211S,56130
wrist,56131
S66212A,56132
wrist,56133
S66212D,56134
wrist,56135
S66212S,56136
wrist,56137
S66219A,56138
wrist,56139
S66219D,56140
wrist,56141
S66219S,56142
wrist,56143
S66221A,56144
wrist,56145
S66221D,56146
wrist,56147
S66221S,56148
wrist,56149
S66222A,56150
wrist,56151
S66222D,56152
wrist,56153
S66222S,56154
wrist,56155
S66229A,56156
wrist,56157
S66229D,56158
wrist,56159
S66229S,56160
wrist,56161
S66291A,56162
thumb,56163
S66291D,56164
thumb,56165
S66291S,56166
thumb,56167
S66292A,56168
thumb,56169
S66292D,56170
thumb,56171
S66292S,56172
thumb,56173
S66299A,56174
thumb,56175
S66299D,56176
thumb,56177
S66299S,56178
thumb,56179
S66300A,56180
finger,56181
S66300D,56182
finger,56183
S66300S,56184
finger,56185
S66301A,56186
finger,56187
S66301D,56188
finger,56189
S66301S,56190
finger,56191
S66302A,56192
finger,56193
S66302D,56194
finger,56195
S66302S,56196
finger,56197
S66303A,56198
finger,56199
S66303D,56200
finger,56201
S66303S,56202
finger,56203
S66304A,56204
finger,56205
S66304D,56206
finger,56207
S66304S,56208
finger,56209
S66305A,56210
finger,56211
S66305D,56212
finger,56213
S66305S,56214
finger,56215
S66306A,56216
finger,56217
S66306D,56218
finger,56219
S66306S,56220
finger,56221
S66307A,56222
finger,56223
S66307D,56224
finger,56225
S66307S,56226
finger,56227
S66308A,56228
at,56229
S66308D,56230
at,56231
S66308S,56232
at,56233
S66309A,56234
at,56235
S66309D,56236
at,56237
S66309S,56238
at,56239
S66310A,56240
at,56241
S66310D,56242
at,56243
S66310S,56244
at,56245
S66311A,56246
at,56247
S66311D,56248
at,56249
S66311S,56250
at,56251
S66312A,56252
at,56253
S66312D,56254
at,56255
S66312S,56256
at,56257
S66313A,56258
at,56259
S66313D,56260
at,56261
S66313S,56262
at,56263
S66314A,56264
at,56265
S66314D,56266
at,56267
S66314S,56268
at,56269
S66315A,56270
at,56271
S66315D,56272
at,56273
S66315S,56274
at,56275
S66316A,56276
at,56277
S66316D,56278
at,56279
S66316S,56280
at,56281
S66317A,56282
at,56283
S66317D,56284
at,56285
S66317S,56286
at,56287
S66318A,56288
wrist,56289
S66318D,56290
wrist,56291
S66318S,56292
wrist,56293
S66319A,56294
wrist,56295
S66319D,56296
wrist,56297
S66319S,56298
wrist,56299
S66320A,56300
at,56301
S66320D,56302
at,56303
S66320S,56304
at,56305
S66321A,56306
at,56307
S66321D,56308
at,56309
S66321S,56310
at,56311
S66322A,56312
at,56313
S66322D,56314
at,56315
S66322S,56316
at,56317
S66323A,56318
at,56319
S66323D,56320
at,56321
S66323S,56322
at,56323
S66324A,56324
at,56325
S66324D,56326
at,56327
S66324S,56328
at,56329
S66325A,56330
at,56331
S66325D,56332
at,56333
S66325S,56334
at,56335
S66326A,56336
at,56337
S66326D,56338
at,56339
S66326S,56340
at,56341
S66327A,56342
at,56343
S66327D,56344
at,56345
S66327S,56346
at,56347
S66328A,56348
wrist,56349
S66328D,56350
wrist,56351
S66328S,56352
wrist,56353
S66329A,56354
wrist,56355
S66329D,56356
wrist,56357
S66329S,56358
wrist,56359
S66390A,56360
finger,56361
S66390D,56362
finger,56363
S66390S,56364
finger,56365
S66391A,56366
finger,56367
S66391D,56368
finger,56369
S66391S,56370
finger,56371
S66392A,56372
finger,56373
S66392D,56374
finger,56375
S66392S,56376
finger,56377
S66393A,56378
finger,56379
S66393D,56380
finger,56381
S66393S,56382
finger,56383
S66394A,56384
finger,56385
S66394D,56386
finger,56387
S66394S,56388
finger,56389
S66395A,56390
finger,56391
S66395D,56392
finger,56393
S66395S,56394
finger,56395
S66396A,56396
finger,56397
S66396D,56398
finger,56399
S66396S,56400
finger,56401
S66397A,56402
finger,56403
S66397D,56404
finger,56405
S66397S,56406
finger,56407
S66398A,56408
at,56409
S66398D,56410
at,56411
S66398S,56412
at,56413
S66399A,56414
at,56415
S66399D,56416
at,56417
S66399S,56418
at,56419
S66401A,56420
at,56421
S66401D,56422
at,56423
S66401S,56424
at,56425
S66402A,56426
at,56427
S66402D,56428
at,56429
S66402S,56430
at,56431
S66409A,56432
at,56433
S66409D,56434
at,56435
S66409S,56436
at,56437
S66411A,56438
wrist,56439
S66411D,56440
wrist,56441
S66411S,56442
wrist,56443
S66412A,56444
wrist,56445
S66412D,56446
wrist,56447
S66412S,56448
wrist,56449
S66419A,56450
wrist,56451
S66419D,56452
wrist,56453
S66419S,56454
wrist,56455
S66421A,56456
wrist,56457
S66421D,56458
wrist,56459
S66421S,56460
wrist,56461
S66422A,56462
wrist,56463
S66422D,56464
wrist,56465
S66422S,56466
wrist,56467
S66429A,56468
wrist,56469
S66429D,56470
wrist,56471
S66429S,56472
wrist,56473
S66491A,56474
thumb,56475
S66491D,56476
thumb,56477
S66491S,56478
thumb,56479
S66492A,56480
thumb,56481
S66492D,56482
thumb,56483
S66492S,56484
thumb,56485
S66499A,56486
thumb,56487
S66499D,56488
thumb,56489
S66499S,56490
thumb,56491
S66500A,56492
finger,56493
S66500D,56494
finger,56495
S66500S,56496
finger,56497
S66501A,56498
finger,56499
S66501D,56500
finger,56501
S66501S,56502
finger,56503
S66502A,56504
finger,56505
S66502D,56506
finger,56507
S66502S,56508
finger,56509
S66503A,56510
finger,56511
S66503D,56512
finger,56513
S66503S,56514
finger,56515
S66504A,56516
finger,56517
S66504D,56518
finger,56519
S66504S,56520
finger,56521
S66505A,56522
finger,56523
S66505D,56524
finger,56525
S66505S,56526
finger,56527
S66506A,56528
finger,56529
S66506D,56530
finger,56531
S66506S,56532
finger,56533
S66507A,56534
finger,56535
S66507D,56536
finger,56537
S66507S,56538
finger,56539
S66508A,56540
at,56541
S66508D,56542
at,56543
S66508S,56544
at,56545
S66509A,56546
at,56547
S66509D,56548
at,56549
S66509S,56550
at,56551
S66510A,56552
at,56553
S66510D,56554
at,56555
S66510S,56556
at,56557
S66511A,56558
at,56559
S66511D,56560
at,56561
S66511S,56562
at,56563
S66512A,56564
at,56565
S66512D,56566
at,56567
S66512S,56568
at,56569
S66513A,56570
at,56571
S66513D,56572
at,56573
S66513S,56574
at,56575
S66514A,56576
at,56577
S66514D,56578
at,56579
S66514S,56580
at,56581
S66515A,56582
at,56583
S66515D,56584
at,56585
S66515S,56586
at,56587
S66516A,56588
at,56589
S66516D,56590
at,56591
S66516S,56592
at,56593
S66517A,56594
at,56595
S66517D,56596
at,56597
S66517S,56598
at,56599
S66518A,56600
wrist,56601
S66518D,56602
wrist,56603
S66518S,56604
wrist,56605
S66519A,56606
wrist,56607
S66519D,56608
wrist,56609
S66519S,56610
wrist,56611
S66520A,56612
at,56613
S66520D,56614
at,56615
S66520S,56616
at,56617
S66521A,56618
at,56619
S66521D,56620
at,56621
S66521S,56622
at,56623
S66522A,56624
at,56625
S66522D,56626
at,56627
S66522S,56628
at,56629
S66523A,56630
at,56631
S66523D,56632
at,56633
S66523S,56634
at,56635
S66524A,56636
at,56637
S66524D,56638
at,56639
S66524S,56640
at,56641
S66525A,56642
at,56643
S66525D,56644
at,56645
S66525S,56646
at,56647
S66526A,56648
at,56649
S66526D,56650
at,56651
S66526S,56652
at,56653
S66527A,56654
at,56655
S66527D,56656
at,56657
S66527S,56658
at,56659
S66528A,56660
wrist,56661
S66528D,56662
wrist,56663
S66528S,56664
wrist,56665
S66529A,56666
wrist,56667
S66529D,56668
wrist,56669
S66529S,56670
wrist,56671
S66590A,56672
finger,56673
S66590D,56674
finger,56675
S66590S,56676
finger,56677
S66591A,56678
finger,56679
S66591D,56680
finger,56681
S66591S,56682
finger,56683
S66592A,56684
finger,56685
S66592D,56686
finger,56687
S66592S,56688
finger,56689
S66593A,56690
finger,56691
S66593D,56692
finger,56693
S66593S,56694
finger,56695
S66594A,56696
finger,56697
S66594D,56698
finger,56699
S66594S,56700
finger,56701
S66595A,56702
finger,56703
S66595D,56704
finger,56705
S66595S,56706
finger,56707
S66596A,56708
finger,56709
S66596D,56710
finger,56711
S66596S,56712
finger,56713
S66597A,56714
finger,56715
S66597D,56716
finger,56717
S66597S,56718
finger,56719
S66598A,56720
at,56721
S66598D,56722
at,56723
S66598S,56724
at,56725
S66599A,56726
at,56727
S66599D,56728
at,56729
S66599S,56730
at,56731
S66801A,56732
and,56733
S66801D,56734
and,56735
S66801S,56736
and,56737
S66802A,56738
and,56739
S66802D,56740
and,56741
S66802S,56742
and,56743
S66809A,56744
and,56745
S66809D,56746
and,56747
S66809S,56748
and,56749
S66811A,56750
hand,56751
S66811D,56752
hand,56753
S66811S,56754
hand,56755
S66812A,56756
hand,56757
S66812D,56758
hand,56759
S66812S,56760
hand,56761
S66819A,56762
hand,56763
S66819D,56764
hand,56765
S66819S,56766
hand,56767
S66821A,56768
hand,56769
S66821D,56770
hand,56771
S66821S,56772
hand,56773
S66822A,56774
hand,56775
S66822D,56776
hand,56777
S66822S,56778
hand,56779
S66829A,56780
hand,56781
S66829D,56782
hand,56783
S66829S,56784
hand,56785
S66891A,56786
and,56787
S66891D,56788
and,56789
S66891S,56790
and,56791
S66892A,56792
and,56793
S66892D,56794
and,56795
S66892S,56796
and,56797
S66899A,56798
and,56799
S66899D,56800
and,56801
S66899S,56802
and,56803
S66901A,56804
hand,56805
S66901D,56806
hand,56807
S66901S,56808
hand,56809
S66902A,56810
hand,56811
S66902D,56812
hand,56813
S66902S,56814
hand,56815
S66909A,56816
hand,56817
S66909D,56818
hand,56819
S66909S,56820
hand,56821
S66911A,56822
"level,",56823
S66911D,56824
"level,",56825
S66911S,56826
"level,",56827
S66912A,56828
"level,",56829
S66912D,56830
"level,",56831
S66912S,56832
"level,",56833
S66919A,56834
"level,",56835
S66919D,56836
"level,",56837
S66919S,56838
"level,",56839
S66921A,56840
"level,",56841
S66921D,56842
"level,",56843
S66921S,56844
"level,",56845
S66922A,56846
"level,",56847
S66922D,56848
"level,",56849
S66922S,56850
"level,",56851
S66929A,56852
"level,",56853
S66929D,56854
"level,",56855
S66929S,56856
"level,",56857
S66991A,56858
